Feature_1_Age,Feature_2_Income,Feature_3_Experience,Feature_4_Education,Feature_5_Skill,Feature_6_Performance,Feature_7_Projects,Feature_8_Attendance,Feature_9_TrainingHours,Feature_10_IQ,Target
36.0,144193.90427867186,13.0,55.0,69.87288049548178,66.0,13.0,72.0,68.0,124.0,22023.70861081924
60.0,261404.30835301848,40.0,71.0,68.0,98.0,4.0,93.0,75.0,82.0,39612.752301750246
58.0,237200.29640460445,38.0,85.0,43.0,93.0,12.0,66.0,53.0,80.0,35852.1292792382
53.0,209976.687964666,33.0,50.0,60.0,74.0,10.0,61.0,155.0,114.99086016045496,31938.068679464213
24.0,133080.31530890698,3.0,62.0,80.0,89.0,16.0,71.0,147.0,107.0,20244.531614655803
42.0,196022.47031507368,22.0,93.0,98.0,59.0,20.0,83.0,156.0,102.0,29836.4406252378
39.983451776649744,181571.0539890376,23.0,99.0,51.0,82.0,5.0,88.0,17.0,84.0,27633.39302253148
54.0,234330.04834128692,34.0,69.0,99.0,68.0,4.0,82.0,184.0,103.0,35568.36821607534
57.0,224140.25314044065,33.0,60.0,97.0,56.0,16.0,72.0,164.0,99.0,33999.90412049413
59.0,260514.77507259723,37.0,79.0,99.0,92.0,18.0,84.0,124.0,94.0,39602.255303032776
55.0,220090.7105886067,35.0,71.0,55.0,73.0,5.0,75.0,135.0,104.0,33307.16042612297
39.983451776649744,174065.05749473296,25.0,72.0,43.0,80.0,19.0,66.0,143.0,91.0,28386.00522993644
40.0,178799.43616419565,16.0,86.0,76.0,94.0,18.0,93.0,110.0,149.0,27360.72724612046
32.0,125748.89037423268,10.0,75.0623350253807,48.0,78.0,7.0,78.0,170.0,134.0,19172.50970006428
45.0,169913.15840514467,22.0,74.0,45.0,81.0,1.0,91.0,36.0,121.0,25645.081268018508
55.0,215153.1429627048,32.0,89.0,64.0,69.0,16.0,78.0,185.0,87.0,32804.361377847075
53.0,232750.07914334824,33.0,62.0,100.0,55.0,10.0,97.0,156.0,149.0,35374.81234370767
31.0,120536.49720055037,6.0,70.0,87.0,53.0,18.0,61.0,22.0,118.0,18420.24651494376
44.0,183208.5000445087,23.0,72.0,74.0,53.0,14.0,92.0,144.0,102.0,27867.228629634166
52.0,206831.03208259627,30.0,93.0,84.0,52.0,7.0,66.0,127.0,103.0,31315.22302758745
34.0,133679.6111792564,9.0,70.0,44.0,95.0,7.0,91.0,62.0,81.0,20419.570767840178
22.0,115869.36089450026,0.0,63.0,97.0,94.0,4.0,78.0,11.0,110.0,17743.391736627054
41.0,185815.2438493948,20.0,74.0,92.0,64.0,12.0,85.0,21.0,99.0,28364.44777626084
29.0,138514.28792118718,5.0,65.0,79.0,75.07918781725888,9.0,87.0,184.0,119.0,21210.00032005896
33.0,149050.29746649033,8.0,97.0,98.0,67.0,14.0,60.0,116.0,132.0,22563.344406261214
44.0,201134.736214693,22.0,62.0,92.0,99.0,16.0,76.0,163.0,81.0,30762.573614724806
60.0,231817.27263762217,35.0,75.0,42.0,94.0,15.0,68.0,179.0,108.0,35261.845805873105
24.0,174065.05749473296,0.0,57.0,47.0,60.0,16.0,64.0,56.0,148.0,13638.469581939897
40.0,178169.4062661961,19.0,97.0,56.0,93.0,13.0,78.0,147.0,116.0,27100.804910574054
38.0,161045.34762913166,14.0,66.0,46.0,98.0,4.0,85.0,61.0,91.0,24388.94634379056
55.0,217773.89395354927,32.0,62.0,48.0,83.0,2.0,90.0,132.0,93.0,32983.281277583184
27.0,141727.1605454754,6.0,52.0,93.0,74.0,6.0,65.0,187.0,88.0,21479.592580871555
35.0,154879.52100582325,12.0,89.0,63.0,78.0,5.0,88.0,162.0,85.0,23480.651137278724
52.0,216073.66404037905,17.66866368805849,99.0,53.0,96.0,11.0,62.0,155.0,81.0,32848.703010297955
29.0,144447.35894297983,7.0,66.0,98.0,61.0,12.0,89.0,61.0,87.0,21957.409697587624
45.0,186454.920197708,22.0,59.0,100.0,68.0,10.610253807106599,64.0,67.0,103.0,28415.453553222706
60.0,258212.8233561141,17.66866368805849,71.0,82.0,96.0,15.0,61.0,122.0,88.0,39300.55546617257
35.0,151997.97285682245,11.0,83.0,58.0,85.0,6.0,69.0,150.0,120.0,23119.75441039612
23.0,120427.51657397133,3.0,93.0,44.0,76.0,17.0,94.0,14.0,101.0,18388.35096054922
40.0,146167.8674699655,18.0,52.0,49.0,56.0,8.0,60.0,107.0,80.0,22048.823384584543
56.0,247086.70239841915,36.0,74.0,89.0,86.0,4.0,74.0,170.0,84.0,37486.16666522176
56.0,212201.5239814073,32.0,54.0,41.0,91.0,16.0,96.0,175.0,129.0,32282.276959617782
38.0,150053.15439183693,13.0,89.0,64.0,78.0,8.0,91.0,166.0,112.0,22864.598597416643
42.0,166207.65585864527,17.0,79.0,70.0,59.0,15.0,94.0,102.0,108.0,25441.15151473557
29.0,143837.5198370703,7.0,90.0,86.0,61.0,13.0,76.0,51.0,127.0,22006.51264099169
21.0,87850.42997307582,0.0,69.0,49.0,52.0,15.0,86.0,191.0,149.0,13467.995696503718
34.0,166747.5245035308,11.0,58.0,93.0,90.0,12.0,73.0,113.0,133.0,25307.85093578165
46.0,192952.8033639152,23.0,96.0,68.0,78.0,13.0,89.0,103.0,123.0,29263.063629711654
40.0,160545.7655936306,15.0,75.0,48.0,96.0,17.0,73.0,72.0,107.0,24586.68705660967
32.0,153915.12856639462,17.66866368805849,62.0,100.0,96.0,20.0,83.0,128.0,150.0,23325.038848212247
46.0,184388.89627487765,24.0,91.0,59.0,63.0,13.0,69.0,130.0,93.0,28105.08181443339
54.0,217788.14951474936,29.0,78.0,59.0,99.0,20.0,86.0,23.0,105.0,33174.241051993464
33.0,155350.0334906276,11.0,85.0,96.0,60.0,13.0,93.0,120.0,103.0,23559.60194997216
48.0,205176.47160812237,28.0,94.0,53.0,74.0,19.0,71.0,79.0,99.0,31092.242560214887
45.0,204720.4836669023,21.0,100.0,69.87288049548178,62.0,5.0,86.0,91.0,139.0,31141.723270870792
35.0,147996.75848723025,10.0,58.0,88.0,81.0,11.0,99.0,166.0,147.0,22534.175248345677
60.0,250785.2789669321,40.0,93.0,46.0,100.0,3.0,65.0,15.0,81.0,37997.84165283763
23.0,106634.16887764978,1.0,55.0,60.0,75.07918781725888,10.610253807106599,69.0,64.0,119.0,16294.36694862187
39.983451776649744,127591.84130545736,2.0,89.0,98.0,70.0,19.0,88.0,131.0,123.0,19731.82026433418
31.0,130996.54165760112,9.0,69.0,46.0,85.0,6.0,69.0,51.0,133.0,20022.365216237056
27.0,111708.8674627762,3.0,89.0,66.0,60.0,18.0,95.0,170.0,140.0,17113.641682190882
37.0,145105.54995571598,12.0,65.0,47.0,92.0,5.0,88.0,34.0,85.0,21892.46756414778
28.0,136576.37555230322,5.0,80.0,64.0,80.0,6.0,61.0,160.0,126.0,20926.52077893774
48.0,185214.0234192701,24.0,86.0,51.0,78.0,1.0,91.0,181.0,124.0,27990.27653884493
41.0,164887.80806901777,21.0,73.0,44.0,61.0,5.0,99.0,86.0,130.0,25022.640980294105
29.0,149078.34474281617,9.0,100.0,82.0,62.0,11.0,78.0,192.0,90.0,22727.509451041828
42.0,166881.20494652964,18.0,81.0,41.0,89.0,19.0,86.0,53.0,126.0,25549.111311918627
36.0,174065.05749473296,15.0,82.0,57.0,83.0,1.0,91.0,91.0,101.0,24588.511853955493
23.0,117662.81426356226,0.0,65.0,84.0,69.0,9.0,88.0,120.0,123.0,18141.683595883165
22.0,145810.2836725604,0.0,97.0,88.0,92.0,15.0,65.0,95.0,150.0,22160.7931475601
22.0,110764.41006575138,1.0,89.0,40.0,97.0,19.0,61.0,87.0,128.0,25981.160479420636
32.0,130565.74578189604,9.0,74.0,64.0,52.0,9.0,84.0,95.0,126.0,19814.641837467727
52.0,226017.2289741248,29.0,76.0,85.0,71.0,5.0,82.0,194.0,113.0,34229.922849116854
55.0,211604.08481016368,34.0,81.0,58.0,67.0,3.0,88.0,181.0,90.0,32044.086347454297
40.0,129072.56114391432,16.0,57.0,41.0,58.0,4.0,75.0,29.0,102.0,19686.39411703788
43.0,173924.5847687184,23.0,59.0,76.0,65.0,3.0,64.0,12.0,81.0,26441.53347342608
41.0,146910.94090071903,17.0,54.0,49.0,87.0,15.0,100.0,94.0,93.0,22370.211354654188
59.0,248666.89077902268,39.0,53.0,85.0,58.0,7.0,65.0,57.0,91.0,37755.49840599698
25.0,139632.53197517534,5.0,77.0,90.0,93.0,8.0,73.0,22.0,90.0,21336.159447382397
44.0,185890.08436022224,22.0,90.0,73.0,62.0,16.0,72.0,191.0,143.0,28318.375688617674
58.0,211115.70818359588,33.0,61.0,70.0,68.0,19.0,63.0,123.0,103.0,32164.01295492412
52.0,187528.0418419861,32.0,55.0,51.0,62.0,10.610253807106599,69.0,148.0,104.0,28411.817821061537
27.0,100858.63078774228,2.0,98.0,44.0,62.0,6.0,80.0,107.29126903553299,100.0,15421.727300768463
45.0,181063.15426338435,20.0,87.0,58.0,88.0,14.0,92.0,173.0,116.0,27409.316834122023
33.0,146375.03437091492,10.0,66.0,92.0,72.0,8.0,93.0,11.0,112.0,22351.72315659198
38.0,140704.6632906772,17.0,54.0,43.0,54.0,16.0,82.0,197.0,87.0,21345.987082638007
59.0,243045.8310524401,36.0,55.0,83.0,98.0,10.610253807106599,60.0,200.0,91.0,37036.89145758194
40.0,181361.53713565395,16.0,99.0,98.0,73.0,10.610253807106599,64.0,155.0,113.0,27650.821445945185
40.0,188849.6829404027,17.0,72.0,87.0,80.0,12.0,91.0,86.0,142.0,28602.084177372013
40.0,147590.7863421267,17.66866368805849,97.0,52.0,64.0,19.0,70.0,20.0,125.0,22560.176917798864
46.0,191856.78469352948,23.0,79.0,60.0,100.0,13.0,89.0,128.0,137.0,29167.69395125516
29.0,146944.21810934442,8.0,97.0,88.0,74.0,14.0,61.0,45.0,120.0,22404.85270232491
39.983451776649744,175942.69056048171,19.0,59.0,65.0,73.0,1.0,87.0,107.29126903553299,102.0,26794.016429934072
29.0,110961.11755943488,5.0,61.0,53.0,56.0,1.0,85.0,130.0,99.0,16728.344928335966
37.0,140144.23131723565,15.0,62.0,41.0,81.0,13.0,70.0,87.0,150.0,21062.52683163681
37.0,163153.09589458624,16.0,62.0,71.0,88.0,16.0,87.0,121.0,100.0,24981.034702826502
51.0,185234.73257874185,26.0,53.0,62.0,56.0,3.0,80.0,190.0,141.0,28077.858560516062
58.0,226338.49858140972,36.0,59.0,55.0,83.0,16.0,73.0,116.0,142.0,34313.28623295393
20.0,101923.79441200892,0.0,90.0,50.0,71.0,10.0,99.0,119.0,95.0,15632.956989749398
58.0,224570.56606294765,37.0,83.0,58.0,71.0,12.0,68.0,104.0,140.0,34118.34967822588
24.0,125062.17435477332,4.0,78.0,63.0,76.0,8.0,73.0,93.0,109.0,19024.616124319666
40.0,172803.50306060293,15.0,80.0,90.0,67.0,18.0,81.0,157.0,122.0,26619.590903537694
32.0,161478.28603506554,11.0,70.0,90.0,90.0,19.0,74.0,191.0,110.0,24712.07361026036
35.0,140209.71458169306,12.0,86.0,70.0,51.0,11.0,92.0,34.0,129.0,21361.38230351416
29.0,118001.35812491152,5.0,70.0,45.0,83.0,16.0,89.0,164.0,114.0,18038.087952763744
24.0,111201.52340145572,1.0,74.0,89.0,62.0,9.0,69.0,103.0,87.0,17029.4646873509
50.0,209810.9796935882,29.0,64.0,80.0,50.0,11.0,82.0,168.0,141.0,31897.51053048968
55.0,230309.9359453592,34.0,100.0,69.87288049548178,70.0,16.0,80.0,164.0,148.0,34928.789194802615
32.0,153449.50119711854,7.0,62.0,99.0,88.0,20.0,67.0,107.29126903553299,87.0,23502.751963389437
32.0,123745.44635156383,8.0,82.0,58.0,65.0,13.0,87.0,189.0,81.0,18902.66905321446
39.0,146991.51668279845,17.0,63.0,49.0,68.0,1.0,61.0,176.0,133.0,22260.83947493129
25.0,124296.64153646187,3.0,79.0,89.0,59.0,15.0,100.0,107.0,100.0,19027.42065780729
58.0,218453.8376746144,35.0,98.0,60.0,56.0,9.0,89.0,80.0,105.0,33235.27422831044
58.0,227160.0313915024,35.0,68.0,50.0,87.0,5.0,80.0,14.0,95.0,34385.131865164265
23.0,106262.07601775412,1.0,85.0,70.0,73.0,5.0,80.0,194.0,128.0,16219.220944754974
55.0,237670.2814306942,35.0,90.0,67.0,91.0,11.0,85.0,55.0,121.0,36108.65626030943
59.0,239434.41669422216,39.0,75.0623350253807,58.0,70.0,19.0,96.0,20.0,145.0,36149.41681805882
23.0,112508.2653084942,0.0,95.0,85.0,58.0,16.0,64.0,27.0,97.0,17184.077885167302
29.0,143418.3051238703,9.0,83.0,50.0,95.0,8.0,65.0,102.0,125.0,21772.92580111944
41.0,195593.37336686283,21.0,76.0,61.0,98.0,3.0,91.0,112.0,149.0,29521.24194996425
23.0,131055.83748901312,0.0,76.0,81.0,100.0,13.0,69.0,107.29126903553299,91.0,20029.943726264155
33.0,141997.92436171777,10.0,60.0,47.0,98.0,9.0,74.0,71.0,87.0,21644.06880266354
55.0,244547.77768012736,35.0,53.0,81.0,94.0,8.0,90.0,20.0,85.0,37111.63045556381
34.0,150456.89787411093,13.0,59.0,95.0,58.0,17.0,80.0,92.0,129.0,23111.985109843747
60.0,218982.5967705893,35.0,75.0,41.0,82.0,10.0,91.0,16.0,133.0,33244.14536295082
55.0,227473.759570224,35.0,52.0,52.0,87.0,2.0,73.0,68.0,142.0,34391.46841132415
20.0,108777.4544881963,0.0,94.0,45.0,87.0,12.0,92.0,52.0,130.0,16552.228697583152
33.0,143339.15322177814,12.0,84.0,40.0,90.0,20.0,78.0,78.0,127.0,21866.100879805148
52.0,205298.89069276533,29.0,60.0,93.0,62.0,20.0,76.0,95.0,105.0,31181.54989963275
40.0,173405.36446206569,18.0,75.0,47.0,91.0,10.0,88.0,17.0,137.0,26451.22378816833
58.0,1193934.0105668192,33.0,92.0,72.0,99.0,13.0,73.0,57.0,94.0,36315.53266285586
22.0,106228.78747181772,0.0,56.0,87.0,63.0,7.0,96.0,198.0,118.0,16385.376459355455
33.0,135848.2371110292,9.0,69.0,63.0,79.0,2.0,100.0,68.0,112.0,20703.619775867865
33.0,124480.15072071031,9.0,51.0,59.0,50.0,7.0,71.0,95.0,106.0,18857.28545962196
51.0,213293.94592248448,26.0,74.0,86.0,70.0,15.0,85.0,164.0,101.0,32277.045747398333
51.0,218598.210655564,28.0,85.0,78.0,68.0,8.0,64.0,167.0,93.0,33146.8640399394
20.0,87536.50626087359,0.0,89.0,43.0,50.0,9.0,60.0,87.0,136.0,13153.474922012743
44.0,158126.02641311154,19.0,86.0,50.0,56.0,2.0,83.0,65.0,104.0,23880.72330886404
47.0,166011.76827313265,22.0,73.0,44.0,67.0,14.0,61.0,86.0,84.0,25218.63414439101
27.0,121638.95807236452,5.0,59.0,56.0,79.0,7.0,67.0,172.0,83.0,18563.80404599474
50.0,186038.3832670056,29.0,50.0,47.0,55.0,8.0,89.0,158.0,114.0,28108.20555116628
37.0,173596.22955198635,17.0,94.0,76.0,80.0,3.0,69.0,65.0,88.0,26578.306934633085
45.0,151123.99482618377,20.0,74.0,41.0,52.0,16.0,87.0,129.0,132.0,23133.820049133294
31.0,153084.69400559567,11.0,86.0,97.0,52.0,3.0,77.0,191.0,116.0,23295.5328944537
50.0,205901.82580114965,29.0,67.0,41.0,92.0,9.0,72.0,70.0,137.0,31383.063112366308
20.0,119345.93719860456,0.0,52.0,95.0,86.0,14.0,95.0,189.0,142.0,18263.86627443853
34.0,129170.39775738891,9.0,97.0,43.0,68.0,12.0,65.0,163.0,127.0,19692.75541643155
49.0,195656.5184343488,26.0,84.0,50.0,73.0,12.0,95.0,148.0,98.0,29706.30075105173
40.0,164494.43149011576,15.0,90.0,62.0,76.0,6.0,97.0,112.0,127.0,25167.800696744456
49.0,198756.54806132396,27.0,99.0,58.0,59.0,16.0,94.0,114.0,126.0,30211.847494799065
47.0,185105.44587454965,27.0,88.0,56.0,58.0,11.0,82.0,175.0,139.0,27844.14386749954
48.0,179991.87864615084,24.0,93.0,50.0,52.0,11.0,92.0,170.0,98.0,27298.89937379454
58.0,248226.08662542628,36.0,84.0,69.87288049548178,97.0,6.0,96.0,45.0,106.0,37724.86601423257
45.0,201997.98135401547,25.0,76.0,96.0,57.0,17.0,94.0,20.0,146.0,30850.075228165708
26.0,106930.55434129488,2.0,50.0,56.0,85.0,6.0,74.0,185.0,122.0,16259.890822687215
51.0,228150.83119479645,31.0,70.0,86.0,73.0,18.0,85.0,143.0,130.0,34669.311571724844
34.0,154532.68341836153,10.0,72.0,87.0,76.0,4.0,74.0,173.0,138.0,23488.96144213495
29.0,124250.86557251282,4.0,98.0,52.0,95.0,1.0,92.0,37.0,143.0,18937.04665889549
29.0,157664.14321771843,9.0,94.0,100.0,69.0,8.0,85.0,87.0,106.0,24080.804186194448
54.0,213956.7712334513,29.0,56.0,100.0,62.0,1.0,61.0,17.0,117.0,32312.479706640654
27.0,144686.13058205805,6.0,61.0,92.0,99.0,10.610253807106599,64.0,74.0,137.0,22174.50143402309
27.0,126513.11960378446,4.0,72.0,82.0,75.0,1.0,98.0,86.0,123.0,19267.32960031621
44.0,182981.88252952968,22.0,63.0,59.0,77.0,20.0,97.0,132.0,85.0,27778.68505670356
51.0,204835.9839087855,31.0,81.0,60.0,72.0,1.0,76.0,189.0,140.0,31055.934474365276
44.0,171129.1302437563,20.0,99.0,46.0,77.0,19.0,99.0,99.0,142.0,25939.34490458812
21.0,111823.10772050657,0.0,52.0,71.0,98.0,3.0,90.0,74.0,149.0,17153.01672280066
25.0,139703.55719216092,5.0,65.0,86.0,95.0,4.0,89.0,107.0,123.0,21360.231686092764
35.0,141567.03849257712,11.0,80.0,42.0,75.07918781725888,10.0,95.0,190.0,137.0,21483.767887730814
33.0,119891.74317322337,9.0,76.0,46.0,50.0,5.0,97.0,182.0,83.0,18161.840139723587
52.0,196168.20140056516,29.0,54.0,72.0,61.0,15.0,77.0,188.0,129.0,29767.539444742997
54.0,196006.2071423916,29.0,96.0,43.0,66.0,19.0,67.0,188.0,146.0,29804.678651113445
51.0,214245.3789335038,30.0,78.0,58.0,60.0,2.0,78.0,163.0,122.0,32387.202496397986
47.0,186766.87347192268,27.0,93.0,49.0,54.0,7.0,90.0,134.0,111.0,28312.918719477275
20.0,131628.99424354875,0.0,99.0,87.0,91.0,6.0,84.0,21.0,118.0,20132.504217727783
31.0,168870.4789697406,10.0,71.0,95.0,93.0,19.0,91.0,68.0,136.0,25551.332638407566
27.0,99765.35064902164,7.0,60.0,48.0,58.0,20.0,96.0,16.0,136.0,15216.614780152231
51.0,229786.50093771852,29.0,100.0,84.0,77.0,1.0,93.0,187.0,127.0,34709.01033749722
60.0,214961.8383015312,36.0,56.0,66.0,80.0,2.0,77.0,121.0,134.0,32693.3936858516
24.0,118768.28611851356,4.0,55.0,56.0,92.0,12.0,90.0,112.0,144.0,18043.82207709709
35.0,127822.30199639536,14.0,57.0,41.0,60.0,3.0,96.0,57.0,105.0,19320.370927495835
48.0,192552.6765873697,23.0,84.0,63.0,85.0,9.0,90.0,27.0,103.0,29204.269960487152
57.0,219020.3195948776,34.0,57.0,75.0,52.0,8.0,72.0,47.0,118.0,32945.1852729412
28.0,107215.740674361,3.0,94.0,65.0,50.0,12.0,63.0,140.0,81.0,16246.755705063046
27.0,120518.29660813752,3.0,92.0,57.0,87.0,17.0,60.0,87.0,97.0,18371.53971537161
40.0,186189.21889947884,19.0,80.0,91.0,63.0,7.0,90.0,132.0,141.0,28122.849157755823
33.0,151977.45738165377,13.0,61.0,64.0,85.0,18.0,64.0,47.0,96.0,23244.45224956924
52.0,221283.23718280977,31.0,98.0,44.0,80.0,17.0,64.0,154.0,101.0,33537.30898031212
35.0,155122.2930217626,10.0,98.0,66.0,90.0,12.0,74.0,77.0,132.0,23459.957674008157
23.0,101540.21897843487,0.0,52.0,95.0,70.0,13.0,61.0,59.0,127.0,15683.510284343403
45.0,196072.19853175964,22.0,88.0,93.0,64.0,5.0,90.0,167.0,145.0,29915.881048743788
46.0,180132.98555515124,21.0,98.0,80.0,60.0,8.0,98.0,143.0,116.0,27434.93804722556
51.0,221494.08920271927,31.0,77.0,78.0,51.0,14.0,64.0,153.0,90.0,33662.88394124362
29.0,111682.90752795523,4.0,52.0,63.0,67.0,13.0,77.0,128.0,123.0,17063.89173727572
39.0,149245.59271437043,15.0,88.0,60.0,69.0,16.0,92.0,134.0,129.0,22875.5962007266
57.0,241895.71180097468,32.0,75.0623350253807,99.0,93.0,20.0,98.0,179.0,97.0,36876.205095784506
50.0,203334.82846714373,28.0,55.0,84.0,81.0,11.0,94.0,142.0,88.0,30824.07830362078
36.0,163725.43699611118,11.0,67.0,99.0,67.0,10.0,98.0,141.0,109.0,24915.68532052089
40.0,174316.3773802127,18.0,65.0,76.0,62.0,12.0,79.0,59.0,122.0,26505.23354112605
53.0,187690.51113521072,28.0,76.0,57.0,66.0,20.0,87.0,181.0,104.0,28639.583430254777
59.0,249000.538411222,38.0,99.0,84.0,68.0,7.0,83.0,192.0,149.0,37852.349643035
55.0,233476.0543377004,33.0,63.0,91.0,79.0,19.0,93.0,54.0,95.0,35366.29632786077
38.0,149271.47382685283,13.0,65.0,53.0,88.0,11.0,71.0,175.0,143.0,22957.743388243205
43.0,196214.9322925723,22.0,75.0,70.0,95.0,9.0,96.0,127.0,148.0,29839.488068585302
41.0,177476.71700978448,20.0,66.0,78.0,54.0,9.0,67.0,106.0,150.0,26991.774397987985
45.0,179447.67115131396,25.0,54.0,52.0,66.0,16.0,89.0,150.0,115.0,27169.788155481183
52.0,195969.240128948,28.0,76.0,52.0,67.0,2.0,87.0,170.0,114.99086016045496,29815.53036098389
58.0,236919.6892394999,38.0,80.0,67.0,74.0,11.0,67.0,45.0,103.0,36105.60296804967
27.0,133241.46987927437,5.0,98.0,91.0,53.0,2.0,64.0,81.0,93.0,20197.843530737304
55.0,219238.1603846012,31.0,67.0,48.0,100.0,4.0,87.0,62.0,85.0,33242.044634116355
56.0,219197.5744374305,36.0,50.0,47.0,75.07918781725888,20.0,77.0,82.0,135.0,33260.26030238873
35.0,164400.86928235047,14.0,64.0,79.0,88.0,19.0,77.0,151.0,125.0,25143.886412786
35.0,160504.48528795002,14.0,75.0623350253807,75.0,87.0,11.0,74.0,53.0,129.0,24268.719615147325
33.0,117643.78129952804,9.0,89.0,41.0,60.0,3.0,96.0,199.0,114.0,17968.508193408285
51.0,204739.31705549225,31.0,56.0,55.0,76.0,8.0,75.0,127.0,101.0,31030.324428046693
31.0,112957.12992371262,10.0,67.0,46.0,50.0,8.0,79.0,121.0,129.0,17079.595856429307
48.0,170391.00680019023,27.0,64.0,46.0,55.0,14.0,88.0,123.0,99.0,25876.522948158385
44.0,168907.81209709478,20.0,98.0,64.0,51.0,18.0,77.0,62.0,142.0,25981.160479420636
47.0,173309.38287416025,23.0,71.0,60.0,51.0,16.0,92.0,167.0,129.0,25981.160479420636
48.0,190315.9896610497,24.0,63.0,63.0,59.0,3.0,98.0,188.0,128.0,28712.41010720114
30.0,125546.9052165026,7.0,63.0,53.0,70.0,12.0,85.0,80.0,111.0,19230.3459385769
38.0,170104.5363031165,17.0,74.0,78.0,80.0,1.0,96.0,72.0,88.0,25891.00404092608
48.0,182361.83375331192,23.0,51.0,64.0,86.0,12.0,83.0,107.0,82.0,27772.643921038663
51.0,219345.65506702277,28.0,96.0,68.0,77.0,3.0,87.0,75.0,124.0,33333.00888331654
34.0,163193.04186616722,12.0,73.0,98.0,66.0,16.0,70.0,53.0,108.0,24850.725347929616
57.0,222529.71667537832,32.0,83.0,78.0,83.0,7.0,62.0,107.0,126.0,33788.01068025271
23.0,118283.04077431958,2.0,55.0,85.0,60.0,3.0,99.0,188.0,150.0,17885.73933048897
23.0,99874.55315911652,17.66866368805849,55.0,73.0,66.0,15.0,69.0,85.0,98.0,15321.609747490884
47.0,180226.7260757637,25.0,61.0,54.0,76.0,10.0,70.0,143.0,88.0,27314.556566653035
34.0,150032.00709135912,14.0,89.0,43.0,86.0,6.0,78.0,150.0,140.0,22675.03932328485
47.0,172679.39076891815,26.0,65.0,41.0,62.0,20.0,64.0,107.29126903553299,92.0,26323.85140701645
37.0,158563.1510888452,16.0,84.0,47.0,99.0,15.0,95.0,104.0,102.0,24004.885449877296
29.0,122099.87510233052,5.0,61.0,55.0,100.0,10.610253807106599,80.0,53.0,114.0,18697.176815600564
52.0,174065.05749473296,32.0,82.0,72.0,53.0,13.0,68.0,52.0,86.0,32398.25053619077
50.0,203921.79398757804,29.0,58.0,55.0,88.0,12.0,96.0,81.0,139.0,30817.098354850743
35.0,150023.52826887518,12.0,61.0,85.0,57.0,8.0,70.0,173.0,85.0,22882.47274347164
24.0,88153.45762952139,1.0,58.0,40.0,68.0,15.0,93.0,135.0,130.0,13589.01109560785
55.0,217562.5195052348,31.0,96.0,65.0,83.0,15.0,93.0,100.0,131.0,33179.56882511058
36.0,144572.46832797627,12.0,76.0,50.0,82.0,16.0,68.0,19.0,106.0,21999.814990208622
24.0,117250.63182315844,0.0,73.0,93.0,69.0,4.0,98.0,115.0,128.0,17903.068296892674
44.0,174851.41448208858,22.0,73.0,41.0,70.0,16.0,72.0,14.0,107.0,26458.044259566188
47.0,178387.403804267,22.0,98.0,49.0,78.0,19.0,68.0,176.0,118.0,27242.1408598473
45.0,166872.3253240807,24.0,59.0,41.0,64.0,15.0,76.0,134.0,131.0,25450.102106345268
49.0,193947.17991504355,24.0,79.0,63.0,63.0,15.0,68.0,116.0,86.0,29423.29748456237
35.0,171806.81163287652,14.0,90.0,99.0,56.0,10.0,83.0,23.0,124.0,26036.45251679749
49.0,220823.66649033903,26.0,91.0,95.0,77.0,10.610253807106599,98.0,85.0,125.0,33562.092372149535
52.0,198365.19141080108,28.0,80.0,42.0,80.0,3.0,82.0,94.0,104.0,30014.221504416622
39.0,126594.58292216412,15.0,60.0,40.0,56.0,5.0,95.0,79.0,87.0,19285.312644799567
21.0,103632.98423760272,0.0,63.0,80.0,83.0,12.0,61.0,124.0,131.0,15870.612586416157
41.0,175555.90933209984,17.66866368805849,79.0,62.0,89.0,11.0,78.0,104.0,86.0,26731.77617340228
53.0,229691.71322394907,29.0,57.0,96.0,78.0,16.0,87.0,141.0,84.0,35039.66789885054
55.0,221780.50805837213,30.0,97.0,76.0,82.0,3.0,69.0,106.0,122.0,33671.40754674096
48.0,196063.14648727785,23.0,96.0,80.0,67.0,10.610253807106599,69.0,60.0,91.0,29620.854296757057
59.0,221148.00541757824,36.0,67.0,69.87288049548178,64.0,2.0,62.0,87.0,114.99086016045496,33477.32472193875
28.0,121118.89748572031,7.0,76.0,76.0,62.0,14.0,69.0,119.0,150.0,18513.183969683207
56.0,200104.6407767348,34.0,63.0,40.0,54.0,6.0,62.0,77.0,141.0,30151.60672637906
24.0,130271.06432638668,3.0,79.0,98.0,60.0,16.0,67.0,30.0,138.0,19989.246923427097
41.0,173135.17239432444,17.0,96.0,63.0,80.0,9.0,96.0,152.0,150.0,26294.86904162777
41.0,170157.21075875926,16.0,92.0,60.0,83.0,5.0,97.0,143.0,115.0,25929.00364986156
58.0,238437.01784859845,37.0,64.0,92.0,51.0,14.0,90.0,79.0,122.0,36125.891452246295
52.0,224633.0038275559,30.0,81.0,86.0,75.0,2.0,97.0,86.0,112.0,34219.49863921593
26.0,127766.85470694136,5.0,85.0,54.0,100.0,8.0,75.0,128.0,99.0,19709.822139954445
26.0,112071.84533007308,1.0,84.0,72.0,73.0,14.0,85.0,117.0,122.0,17148.417500844975
39.0,164987.57201996833,19.0,65.0,50.0,89.0,16.0,64.0,90.0,87.0,25151.66288658728
47.0,174438.89153682362,24.0,77.0,49.0,76.0,16.0,61.0,95.0,127.0,26482.02955064187
